reporter_country,reporter_iso3,year,tech,hs_codes_used,tariff_mfn_simple_avg,n_hs_lines_underlying,nomen_code,datatype,source
Poland,POL,2006,evs,870390,10.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2007,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2007,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2007,batteries,850780,1.964,11,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2007,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2008,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2008,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2008,batteries,850780,2.077,13,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2008,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2009,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2009,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2009,batteries,850780,2.025,12,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2009,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2010,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2010,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2010,batteries,850780,2.025,12,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2010,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2011,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2011,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2011,batteries,850780,2.077,13,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2011,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2012,solar_pv,854140,0.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2012,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2012,batteries,850760+850780,1.832,9,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2012,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2013,solar_pv,854140,0.0,7,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2013,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2013,batteries,850760+850780,1.921,15,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2013,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2014,solar_pv,854140,0.0,7,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2014,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2014,batteries,850760+850780,1.935,17,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2014,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2015,solar_pv,854140,0.0,7,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2015,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2015,batteries,850760+850780,2.166,19,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2015,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2016,solar_pv,854140,0.0,11,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2016,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2016,batteries,850760+850780,2.081,27,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2016,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2017,solar_pv,854140,0.0,11,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2017,wind,850231,1.35,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2017,batteries,850760+850780,2.081,27,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2017,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2018,solar_pv,854140,0.0,19,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2018,wind,850231,1.35,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2018,batteries,850760+850780,2.066,25,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2018,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2019,solar_pv,854140,0.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2019,wind,850231,1.35,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2019,batteries,850760+850780,2.066,25,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2019,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2020,solar_pv,854140,0.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2020,wind,850231,1.35,4,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2020,batteries,850760+850780,1.628,19,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2020,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2021,solar_pv,854140,0.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2021,wind,850231,1.35,4,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2021,batteries,850760+850780,1.575,17,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2021,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2022,solar_pv,854142+854143,0.0,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2022,wind,850231,2.7,1,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2022,batteries,850760+850780,2.7,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2022,evs,870380+870390,10.0,3,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2023,solar_pv,854142+854143,0.0,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2023,wind,850231,2.7,1,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2023,batteries,850760+850780,2.7,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Poland,POL,2023,evs,870380+870390,10.0,3,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2003,solar_pv,854140,0.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2003,wind,850231,4.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2003,batteries,850780,4.6,3,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2003,evs,870390,17.1,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2004,solar_pv,854140,0.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2004,wind,850231,1.35,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2004,batteries,850780,2.4,9,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2004,evs,870390,10.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2005,solar_pv,854140,0.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2005,wind,850231,1.35,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2005,batteries,850780,2.43,10,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2005,evs,870390,10.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2006,solar_pv,854140,0.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2006,wind,850231,1.35,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2006,batteries,850780,1.964,11,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2006,evs,870390,10.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2007,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2007,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2007,batteries,850780,1.964,11,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2007,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2008,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2008,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2008,batteries,850780,2.077,13,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2008,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2009,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2009,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2009,batteries,850780,2.025,12,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2009,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2010,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2010,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2010,batteries,850780,2.025,12,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2010,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2011,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2011,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2011,batteries,850780,2.077,13,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2011,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2012,solar_pv,854140,0.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2012,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2012,batteries,850760+850780,1.832,9,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2012,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2013,solar_pv,854140,0.0,7,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2013,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2013,batteries,850760+850780,1.921,15,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2013,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2014,solar_pv,854140,0.0,7,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2014,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2014,batteries,850760+850780,1.935,17,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2014,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2015,solar_pv,854140,0.0,7,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2015,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2015,batteries,850760+850780,2.166,19,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2015,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2016,solar_pv,854140,0.0,11,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2016,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2016,batteries,850760+850780,2.081,27,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2016,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2017,solar_pv,854140,0.0,11,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2017,wind,850231,1.35,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2017,batteries,850760+850780,2.081,27,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2017,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2018,solar_pv,854140,0.0,19,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2018,wind,850231,1.35,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2018,batteries,850760+850780,2.066,25,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2018,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2019,solar_pv,854140,0.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2019,wind,850231,1.35,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2019,batteries,850760+850780,2.066,25,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2019,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2020,solar_pv,854140,0.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2020,wind,850231,1.35,4,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2020,batteries,850760+850780,1.628,19,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2020,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2021,solar_pv,854140,0.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2021,wind,850231,1.35,4,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2021,batteries,850760+850780,1.575,17,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2021,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2022,solar_pv,854142+854143,0.0,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2022,wind,850231,2.7,1,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2022,batteries,850760+850780,2.7,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2022,evs,870380+870390,10.0,3,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2023,solar_pv,854142+854143,0.0,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2023,wind,850231,2.7,1,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2023,batteries,850760+850780,2.7,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Czech Republic,CZE,2023,evs,870380+870390,10.0,3,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2004,solar_pv,854140,0.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2004,wind,850231,7.5,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2004,batteries,850780,11.25,4,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2004,evs,870390,30.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2005,solar_pv,854140,0.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2005,wind,850231,7.5,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2005,batteries,850780,11.25,4,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2005,evs,870390,30.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2007,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2007,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2007,batteries,850780,1.964,11,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2007,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2008,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2008,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2008,batteries,850780,2.077,13,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2008,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2009,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2009,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2009,batteries,850780,2.025,12,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2009,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2010,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2010,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2010,batteries,850780,2.025,12,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2010,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2011,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2011,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2011,batteries,850780,2.077,13,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2011,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2012,solar_pv,854140,0.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2012,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2012,batteries,850760+850780,1.832,9,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2012,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2013,solar_pv,854140,0.0,7,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2013,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2013,batteries,850760+850780,1.921,15,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2013,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2014,solar_pv,854140,0.0,7,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2014,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2014,batteries,850760+850780,1.935,17,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2014,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2015,solar_pv,854140,0.0,7,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2015,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2015,batteries,850760+850780,2.166,19,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2015,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2016,solar_pv,854140,0.0,11,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2016,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2016,batteries,850760+850780,2.081,27,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2016,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2017,solar_pv,854140,0.0,11,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2017,wind,850231,1.35,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2017,batteries,850760+850780,2.081,27,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2017,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2018,solar_pv,854140,0.0,19,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2018,wind,850231,1.35,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2018,batteries,850760+850780,2.066,25,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2018,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2019,solar_pv,854140,0.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2019,wind,850231,1.35,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2019,batteries,850760+850780,2.066,25,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2019,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2020,solar_pv,854140,0.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2020,wind,850231,1.35,4,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2020,batteries,850760+850780,1.628,19,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2020,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2021,solar_pv,854140,0.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2021,wind,850231,1.35,4,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2021,batteries,850760+850780,1.575,17,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2021,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2022,solar_pv,854142+854143,0.0,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2022,wind,850231,2.7,1,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Romania,ROU,2022,batteries,850760+850780,2.7,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
